5382954,cmn,她沒有在星期天來找我，而是星期一。
5382955,cmn,她從前會在星期天去看電影。
5382956,cmn,她在入口看到一個年輕男人。
5382957,cmn,我通過了考試，Tom也是。
5382958,cmn,我看到我的姊姊把信撕了。
5382959,cmn,我昨天第一次見到他。
5382960,cmn,我昨天釣了五條魚。
5382961,cmn,我昨天一整天都待在床上。
5382962,cmn,這些畫的尺寸不一樣。
5382963,cmn,什麼時候發生的？
5383908,cmn,明天我在一家書店買書。
5383912,cmn,明天下午你在家嗎？
5383914,cmn,我在露西亞家和露西亞一起學習。
5383917,cmn,你在露西亞家做什麼？
5383920,cmn,我在露西亞家。
5383923,cmn,昨天下午你在哪裡？
5384168,cmn,我有一個兒子和一個女兒。我兒子住在紐約，我女兒住在倫敦。
5384174,cmn,大橋將在年底完工。
5384768,cmn,我反對政治改革。
5384769,cmn,我支持政治改革。
5384771,cmn,胡安支持政治改革。
5384772,cmn,國家將對毒品政策進行改革。
5384986,cmn,你住幾層了？
5385030,cmn,標出你不懂的詞語。
5385033,cmn,錢是被從她的包裏偷走的。
5385038,cmn,這輛車每升油能跑十三公里。
5385083,cmn,每隔一定的時間，他就會停下來，環顧四周。
5386545,cmn,我們在等對的時機。
5386888,cmn,所有個體都享有自身生活、自由和安全的權力。
5386889,cmn,安娜被查出有輕微的乳腺增生。
5386934,cmn,我聽過她的故事。
5386935,cmn,讓我在幾天內完成這些活實在不可能。
5386938,cmn,如果你開心，我也就開心。
5386941,cmn,我不相信她會說希伯來語。
5386942,cmn,桌上有個杯子。
5386943,cmn,這是湯姆的雨傘。
5386944,cmn,托馬斯不餓。
5388974,cmn,湯姆知道，瑪麗說的都是真的。
5389739,cmn,他们是我们的孩子。
5389741,cmn,我可以听见你心里的声音。
5390924,cmn,明天幾月幾號？
5390925,cmn,昨天星期幾？
5390927,cmn,我五點在家。
5390934,cmn,你九點上班。
5393356,cmn,我知道很多法语词汇但我很难将它们组成句子
5393357,cmn,你知道怎么驾驶这玩意儿吗？
5393359,cmn,我问汤姆为什么他昨天没在这里
5393360,cmn,我错过派对了吗？
5393363,cmn,汤姆被送回了波士顿
5393369,cmn,大家都知道是汤姆做的
5394797,cmn,李明家下面那家衣服店。
5394798,cmn,那，我們五點後去買衣服，好嗎？
5394799,cmn,何塞那件好看。
5396441,cmn,他把我視同無物。
5396469,cmn,不放在眼裡
5396479,cmn,看著就像沒有東西存在一樣。
5398109,cmn,奥运会最重要的不是胜利，而是参与；正如在生活中最重要的事情不是成功，而是奋斗；但最本质的事情并不是征服，而是奋力拼搏。
5401363,cmn,我喜歡喝南瓜湯。
5401376,cmn,這個酸奶是什麼口味的？
5401377,cmn,怎麼才能知道你的學位是真的還是假的呢？
5401381,cmn,幫我搓一下背好嗎？
5401385,cmn,我喜歡去菜場買菜。
5401390,cmn,你為什麼認為湯姆傾向于住在農村？
5401564,cmn,來吧，我們再喝一杯，之後我再帶你回家。
5401607,cmn,告訴她我只是在跟她開玩笑。
5401610,cmn,跟她說我正在吃東西。
5401611,cmn,跟她說我在睡覺。
5401612,cmn,跟她說我正在看新聞。
5401613,cmn,跟她說我正在開車。
5401615,cmn,我想把這個包裹寄到日本。
5401617,cmn,你可以保管這個行李直到下午三點嗎？
5401619,cmn,我甚至不想去想會發生什麼。
5401634,cmn,我沒有腳踏車。
5401635,cmn,麻煩拷貝這個。
5401637,cmn,你能替我拷貝這個嗎？
5402009,cmn,我們應該給她一點時間。
5402012,cmn,也許我們應該幫他們一下。
5402021,cmn,他們害怕我們。
5402067,cmn,誰邀請了你們？
5402094,cmn,你們想要吃些什麼嗎？
5402106,cmn,我去做了個體檢。
5403272,cmn,我喜欢你
5403285,cmn,书在哪儿？
5403287,cmn,我想喝水
5403288,cmn,我要喝水
5403290,cmn,我不理解你
5403298,cmn,晚上给我打电话了没有？
5403301,cmn,你们晚上给我打电话了吗？
5403308,cmn,您晚上给我打电话了吗？
5405406,cmn,我哥哥應該生病了。
5405417,cmn,我们要结婚
5405418,cmn,这个不适合这儿
5405420,cmn,不是特别清楚
5405457,cmn,她是我家最早起床的人。
5405458,cmn,她問了關於我學校的事。
5405470,cmn,她打了我的下巴。
5405475,cmn,她看到我的臉就開始哭。
5405477,cmn,她每次看見我都給露出厭惡的眼神。
5405480,cmn,我對於她的記憶開始消散。
5405483,cmn,她開始在我的記憶中消散。
5405486,cmn,她向我抱怨我微薄的薪水。
5405487,cmn,她快速地刷了下我的鞋子。
5405489,cmn,她似乎喜歡上了我哥哥。
5405500,cmn,她強烈反對我的計畫。
5405533,cmn,她忽視了我所有的警告。
5405534,cmn,她照顧了我的狗。
5405536,cmn,我怕她不會接受我的解釋。
5405558,cmn,她被我的話給激怒了。
5405560,cmn,她把我的話當成玩笑。
5405564,cmn,她承認我的聲明是真實的。
5410861,cmn,人們喜歡他，因為他很友善。
5410863,cmn,下次請晚一點到。
5410864,cmn,他八點離開家。
5410867,cmn,她是素食者。
5410868,cmn,我非常喜歡冰淇淋。
5410876,cmn,無論一個男人多有錢，他一定無所事事。
5410878,cmn,不管一個人有多老，他都能學習。
5411170,cmn,她現在更加年長也更加有智慧。
5411250,cmn,她的生活很寂寞。
5411826,cmn,女孩们睡着了
5411837,cmn,每个人都想要得到无法拥有的东西
5412400,cmn,我偶尔喜欢看着窗外发呆
5412405,cmn,他看着那幅画出神。
5412550,cmn,他的人緣向來很好，因此一旦遭遇急難，朋友都樂意幫忙。
5414431,cmn,世间没有一种具有真正价值的东西，可以不 经过艰苦辛勤的劳动而能够得到的。
5414464,cmn,我昨天喝太多酒了
5414466,cmn,我昨天喝多了
5414469,cmn,每个人都很困惑
5414471,cmn,你不用工作吗
5414477,cmn,我住在哥倫比亞。
5414478,cmn,我住在智利。
5414479,cmn,巴西是南美洲最大的國家。
5414481,cmn,這個讓我緊張。
5414482,cmn,我們需要多少糖？
5414483,cmn,別讓他玩你的手機。
5414484,cmn,別讓他跑。
5414485,cmn,別讓他咬你。
5414486,cmn,恐怕已經沒有咖啡了。
5414487,cmn,我們全住在同一個社區。
5414488,cmn,我無法控制風的方向，但我總能調整我的羽翼以到達目的地。
5414489,cmn,什麼都別跟任何人說。
5414804,cmn,我奶奶失去了記憶。
5414822,cmn,我的內褲是濕的。
5414829,cmn,你有Facebook帳號嗎？
5414833,cmn,我刪除了我的Facebook帳號。
5414838,cmn,你花多少時間在Facebook上？
5414842,cmn,Facebook很無聊。
5414848,cmn,你為什麼不戒掉Facebook？
5414859,cmn,這是我的Facebook頁面。
5414864,cmn,Facebook在中國是被封鎖的。
5414873,cmn,Tom刪除了他的Facebook帳號。
5414879,cmn,我並沒有花那麼多時間在Facebook上。
5414888,cmn,你有認識沒有用Facebook的人嗎？
5414900,cmn,我花了幾乎一整天在用Facebook。
5414905,cmn,你在Facebook上有多少朋友？
5414909,cmn,你上一次用Facebook是什麼時候？
5414927,cmn,謝謝你接受我Facebook的交友邀請。
5414928,cmn,我希望我能知道如何刪除我的Facebook帳號。
5414930,cmn,在Facebook上瀏覽朋友的照片是在浪費時間。
5414931,cmn,Facebook的用戶比美國人口還多。
5414933,cmn,我需要去派對嗎？
5418242,cmn,人們的感情生活越來越不穩定。
5418704,cmn,我不能學芬蘭語，因為我不想住在芬蘭。
5418705,cmn,Tom在洗澡。
5418706,cmn,Tom在別的房間喝伏特加。
5418707,cmn,Tom在醫院。
5418952,cmn,George學葡萄牙文多久了？
5418953,cmn,George住這多久了？
5418954,cmn,George在里約工作多久了？
5418959,cmn,我們在校園附近的咖啡廳碰面。
5418962,cmn,我們在2008年相遇。一年後，我們結婚了。
5418964,cmn,我們弄丟了車，Tom幫我們找了回來。
5418965,cmn,我們住在一起。
5418968,cmn,我們知道我們在做什麼。
5418971,cmn,我們只是想找Tom。
5418974,cmn,我們只是需要個計畫。
5418980,cmn,我們只是需要確認Tom有要來這。
5419048,cmn,太陽系中有多少行星？
5419050,cmn,水星是我們的太陽系中最小的行星。
5419053,cmn,土星是太陽系中第二大的行星。
5419058,cmn,太陽在太陽系的中心。
5419061,cmn,發射成功。我們正在離開太陽系。
5419062,cmn,水星是太陽系八大行星中最小的。
5419359,cmn,她還不會騎腳踏車。
5419367,cmn,那裡很冷。
5419378,cmn,我們不該期望從Tom那得到太多幫助。
5420411,cmn,我們沒有時間來完成我們的報告。
5420416,cmn,請在明天六點叫我起來。
5422698,cmn,我應該登記這堂課嗎？
5422702,cmn,我可以登記這堂課嗎？
5422705,cmn,你需要在星期一前註冊。
5422708,cmn,我想要用掛號寄這封信。
5422710,cmn,所有的參加者都得註冊。
5422711,cmn,請用掛號寄這個。
5423493,cmn,你是個真正的朋友。
5426366,cmn,我送给汤姆一份临别礼物
5433144,cmn,你必须做晚饭吗？
5433151,cmn,我当然告诉了她。
5433152,cmn,我告诉他们你饿了。
5433153,cmn,如果汤姆没有做他应当做的事，请让我知道。
5442269,cmn,我能問你們一些問題嗎？
5442279,cmn,我很肯定湯姆昨天來過這裡。
5442617,cmn,為什麼你們不告訴我你們所知道的關於湯姆的一切？
5444617,cmn,烏龜沒有牙齒。
5449333,cmn,這是一部好電影。
5449340,cmn,在某一次節日中，你裝飾過你的家嗎？
5449342,cmn,瑪麗亞是黃頭髮的。
5449345,cmn,你睡覺前別吃到東西。
5449350,cmn,他在一個飛機事故中倖存了下來。
5449351,cmn,有一隻貓。
5449355,cmn,你和他有過性關係嗎？
5449356,cmn,你和她有過性關係嗎？
5449361,cmn,你沒在聽我說話。
5449365,cmn,飛機起飛後，很快就消失在了眼前。
5449387,cmn,我覺得我的日語很差。
5449388,cmn,那麼，如果不是呢？
5449391,cmn,明天我要去東京。
5449394,cmn,把書合上。
5449396,cmn,湯姆完全理解了。
5449397,cmn,她喜歡讀雜誌。
5449398,cmn,昨天風很大。
5450974,cmn,她的聲音很好聽。
5450984,cmn,我的大腦裏突然出現了一個很好的想法。
5450986,cmn,你把我傷透了。
5451949,cmn,帶上你的學生卡。
5452157,cmn,有耐心一點。
5452158,cmn,Tom舉起了他的右手。
5452159,cmn,Tom舉起他的雙手。
5452160,cmn,Tom抬起一隻指頭。
5452161,cmn,事故耽誤了交通。
5452162,cmn,您們冷靜下來，從頭開始跟我說。
5452163,cmn,您冷靜下來，從頭開始跟我說。
5452164,cmn,你們冷靜下來，從頭開始跟我說。
5452165,cmn,你冷靜下來，從頭開始跟我說。
5452166,cmn,我百分之百同意Tom。
5452167,cmn,我們仍然不知道為什麼。
5452168,cmn,我從沒看過那個人。
5452169,cmn,我已經告訴你真相了。
5452170,cmn,你新書的書名是什麼？
5452171,cmn,Tom的父母住在南美洲。
5455270,cmn,我想要一隻狗。
5455279,cmn,孩子，不要碰那面鏡子！
5455289,cmn,拉丁文是宗教與文化的語言。
5457182,cmn,多好看的一朵花啊！
5457185,cmn,這些花真好看！
5457192,cmn,湯姆有時候同瑪麗打網球。
5457204,cmn,我把你的書落在車上了。
5457231,cmn,他是個花花公子。
5457233,cmn,他是個花心大蘿蔔。
5457236,cmn,有人給我打電話嗎？
5457242,cmn,這是一個跨省的學生組織。
5457311,cmn,他被指控犯有好幾起侵犯財產罪。
5458526,cmn,有些人認為語言是一種知識的形式。
5458530,cmn,我們的老師准許我們在考試時使用字典。
5458533,cmn,有些人是農夫，有些人是獵人。
5460474,cmn,明年他滿六歲。
5464704,cmn,要喝水
5464708,cmn,他有二十个孩子
5465395,cmn,在邊境上，我被要求出示我的護照。
5471428,cmn,湯姆一個人在辦公室。
5471430,cmn,湯姆和瑪麗是怎麼認識的？
5471437,cmn,天剛曚曚亮。
5471441,cmn,迎著微微的朝暉，出發。
5471492,cmn,那女孩不管到哪兒都跟著母親。
5471753,cmn,我最好的朋友懷孕了。
5472022,cmn,我是個輸家。
5480905,cmn,為民謀利者，不謀民之利。
5494310,cmn,他最近找到一個好工作。
5494311,cmn,倫敦過去因為經濟和文化的緣故，十分重要。
5496230,cmn,我不是在跟你說話，我在跟猴子說話。
5496232,cmn,我不會說英文，也不會說西班牙文。
5496234,cmn,抱歉，我不會說葡萄牙文。
5496235,cmn,我不會說她的語言。
5496236,cmn,我不會說他的語言。
5496239,cmn,Tom從八月六號他失業那天，開始領失業救濟金。
5496240,cmn,今晚有個海灘派對。
5496241,cmn,她為他做了件新大衣。
5496242,cmn,她找到打字員的工作。
5496243,cmn,嘿，你在這做什麼？
5496244,cmn,我們都為Tom感到遺憾。
5496245,cmn,每個人看到Tom都很驚訝。
5496247,cmn,我仍然無法相信你結婚了。
5496248,cmn,我愛這台車。
5496249,cmn,如過那發生在Tom身上，也可能會發生在你身上。
5496267,cmn,不論你怎麼說，我還是會照我的方式做。
5496268,cmn,我希望在六十歲時退休。
5496269,cmn,給我那台筆電。
5496270,cmn,Tom跟我是商業夥伴。
5496275,cmn,如果有任何東西可以稱作神聖的，那就是人體。
5496276,cmn,我無法想像生命中沒有他。
5496278,cmn,你可以在年鑑中找到月相的資訊。
5496289,cmn,沒有人有勇氣跟他說。
5496290,cmn,他的公司沒有從危機中倖存。
5496297,cmn,這裡有美麗的女人嗎？
5496299,cmn,我需要我的大衣。
5496310,cmn,Tom被抓到無照駕駛。
5496311,cmn,Tom對烹飪很在行。
5496313,cmn,你全都知道，對嗎？
5496314,cmn,我需要把錢從銀行提出來。
5496315,cmn,這本書真的很舊。
5496316,cmn,你能保密嗎？
5496317,cmn,你能開窗嗎？
5496319,cmn,戰爭持續了四年。
5497877,cmn,父親很健康。
5497878,cmn,那女孩先天失明。
5497879,cmn,希望您有一天能回來。
5498178,cmn,我突然覺得胃痛。
5498272,cmn,他的行為構成了濫用職權。
5499527,cmn,你達成你的目標了嗎？
5499528,cmn,你想要說什麼？
5499545,cmn,為什麼你不告訴我真相？
5499554,cmn,你確定那是他？
5499917,cmn,我們很滿意我們的車。
5499919,cmn,湯姆知道瑪麗亞累了。
5500482,cmn,昨天是星期五。
5500487,cmn,我也愛你。
5500499,cmn,我想說話。
5500508,cmn,真愛不渝。
5500510,cmn,一百減九十等於十。
5500512,cmn,Tom沒有錢。
5500516,cmn,輪到我洗碗了。
5500519,cmn,你認為誰是錯誤的？
5500523,cmn,我們做我們想做的。
5500528,cmn,你的飲料在這。
5500531,cmn,我應該服從。
5500534,cmn,Tom幫助Mary ？
5500535,cmn,在學校裡不能抽菸。
5500537,cmn,她買了報紙。
5500541,cmn,那是個美麗的地方。
5500543,cmn,我真的不確定。
5500544,cmn,你應該和Tom說。
5500545,cmn,也許那沒有發生。
5500546,cmn,不要抽太多菸。
5500549,cmn,Tom愛上我了。
5500550,cmn,跟Tom說我在這。
5500553,cmn,我寫了許多世界語的句子。
5500556,cmn,我們準備好要玩了。
5500557,cmn,我們準備好要幫忙了。
5500558,cmn,你們比我高。
5500559,cmn,你們比我還高。
5500561,cmn,你比我還高。
5500584,cmn,你有沒有小一點的尺寸？
5500586,cmn,Tom昨晚喝醉了。
5500588,cmn,Tom和他女朋友分手了。
5500590,cmn,我在找人和我一起學英文。
5500591,cmn,別在我耳邊大叫。
5500594,cmn,你不需要跟我重複那麼多次。
5500596,cmn,這次將會不一樣。
5500599,cmn,我一次又一次地嘗試。
5500603,cmn,我很訝異你願意和我一起吃午餐。
5500605,cmn,史高比耶是馬其頓共和國的首都。
5500609,cmn,Tom休息了一下。
5500610,cmn,非常明顯。
5500612,cmn,我認為我們準備好了。
5500618,cmn,你現在沒有辦法幫Tom。
5500620,cmn,我非常樂觀。
5501862,cmn,你知道這是一個單詞嗎？
5502131,cmn,沒有比這更大的狗了。
5502132,cmn,派對裡有很多人。
5502134,cmn,Tom說他晚一點會打給你。
5502135,cmn,這台電腦已經不能用了。
5502139,cmn,我每天都跟他說。
5502142,cmn,Alex不告而別。
5502146,cmn,我一直都知道我生來就是為了做這工作。
5502149,cmn,我們都有不想讓人-甚至是我們最好的朋友-知道的秘密。
5502153,cmn,你們有波士頓的照片嗎？
5502154,cmn,你們需要新的鞋子。
5502156,cmn,我的衣服在那裡。
5502157,cmn,衣服在那裡
5502159,cmn,我還沒決定好。
5502160,cmn,你認識那個人嗎？
5502161,cmn,我認為對Tom來說是不可能的。
5502162,cmn,我遵守規矩。
5502168,cmn,現在輪到我兄弟了。
5502169,cmn,坐火車去比較便宜。
5502177,cmn,誰能翻譯這篇文章？
5502179,cmn,我認為這是很重要的。
5502180,cmn,我是在一場派對裡認識他的。
5505516,cmn,你昨晚有讀法文嗎？
5505525,cmn,他的怒氣令人難以理解。
5505551,cmn,「你為什麼打破我的花瓶？」「你惡有惡報。」
5505553,cmn,惡有惡報。
5505574,cmn,我凍僵了。
5505578,cmn,他嚇得全身僵硬。
5505589,cmn,Josefina過去是天主教教徒及佛朗哥支持者。
5505592,cmn,我們的欄杆是鐵做的。
5505593,cmn,他在欄杆之後。
5505594,cmn,那是個堅固的欄杆。
5505595,cmn,他是個兇手，應該進到牢裡。
5505596,cmn,那個囚犯在牢裡待了兩個月。
5505597,cmn,他因為謀殺案在牢裡待了十年。
5505598,cmn,很多人跳過欄杆，還丟垃圾。
5505599,cmn,我保證我會把你送進牢裡。
5505600,cmn,不要靠在陽台的欄杆上，很危險。
5505601,cmn,也許我要在牢裡度過一生。
5505602,cmn,如果我用爬行的，也許能從柵欄下離開。
5510976,cmn,橄榄球英语怎么说？
